78	1	169
288	18	277
0	7	208
294	14	148
9	0	368
190	7	124
17	11	136
58	1	134
66	1	289
161	34	29
281	34	101
348	31	235
358	17	336
66	36	33
195	7	49
113	24	217
329	0	308
87	11	97
98	2	267
145	34	101
175	0	350
226	18	122
198	23	200
294	29	64
85	24	360
132	23	26
335	7	127
221	18	296
27	36	353
278	23	202
286	1	91
200	25	225
153	2	212
254	23	26
47	34	55
275	24	22
239	23	252
28	7	184
338	18	334
230	25	233
80	32	123
149	7	305
161	7	294
328	7	350
358	36	14
86	34	370
342	24	65
23	7	210
313	11	269
143	0	173
324	18	222
18	2	24
61	24	30
264	18	326
356	36	118
11	23	26
86	0	78
282	2	289
142	1	328
194	7	49
26	1	11
249	7	184
284	7	262
8	1	6
195	22	165
138	36	20
111	18	43
115	11	96
179	27	6
85	2	172
201	23	44
364	11	230
224	7	262
297	25	316
196	1	20
283	18	152
107	18	191
240	18	234
122	32	194
340	13	34
90	29	150
283	7	310
1	18	141
57	23	136
105	23	297
90	34	53
190	7	62
61	2	326
233	7	226
228	1	62
124	2	357
120	18	16
208	2	275
185	23	360
29	2	126
40	36	346
155	1	225
204	2	292
211	1	146
250	2	63
250	36	126
259	2	46
115	0	1
237	36	288
46	34	112
294	29	118
175	0	47
245	2	264
287	24	47
338	23	180
21	0	164
292	34	109
238	2	141
261	2	182
261	21	74
203	3	161
129	8	33
127	34	92
216	23	360
2	12	80
335	36	195
61	36	66
249	23	34
211	0	191
302	20	160
206	8	180
147	1	347
161	35	356
17	36	256
192	34	112
279	24	94
26	18	157
329	34	214
345	34	370
93	23	360
2	1	224
348	36	40
352	34	84
106	7	91
342	7	57
327	1	72
329	2	94
113	18	236
214	21	14
282	0	357
146	36	241
105	36	325
295	24	93
170	10	45
257	34	299
305	14	240
85	36	58
174	1	134
286	11	33
243	18	90
316	18	82
42	34	187
216	2	316
77	18	85
86	18	75
74	0	63
211	34	259
127	8	54
90	0	79
216	7	339
251	18	84
116	14	259
243	23	44
265	12	33
278	23	54
150	0	331
113	23	326
170	5	252
51	2	44
297	5	225
345	5	178
162	1	247
345	30	317
325	1	213
352	18	169
209	13	230
249	36	309
106	18	343
292	0	346
96	18	286
15	0	132
47	18	314
116	34	181
251	0	319
106	18	67
206	34	258
348	7	62
80	30	170
135	36	23
167	36	11
251	24	43
108	23	54
150	16	35
319	0	48
246	1	251
248	2	294
276	18	354
282	23	202
200	36	309
291	2	74
331	24	62
40	13	302
129	0	230
127	1	358
168	23	68
228	18	294
223	0	182
261	2	353
51	34	106
188	1	43
23	2	266
85	7	9
23	2	208
277	2	269
230	18	210
287	2	77
3	36	135
28	0	6
247	23	230
99	8	225
261	7	128
1	18	49
308	2	272
248	36	65
208	0	233
315	36	296
324	34	337
341	34	321
286	34	238
182	18	322
220	7	129
217	12	26
218	36	198
248	36	179
150	18	316
122	18	166
346	7	301
82	7	192
174	34	100
79	18	36
182	7	141
284	24	162
328	7	158
131	24	302
252	38	170
37	1	81
95	18	201
162	1	305
151	23	304
225	2	228
253	2	249
175	7	41
276	6	227
96	25	311
185	0	100
303	0	163
242	18	232
286	11	345
222	34	14
348	36	233
364	24	191
82	36	43
223	7	57
80	25	67
218	7	62
289	36	16
218	2	198
190	2	235
82	1	224
23	36	239
333	32	123
100	13	311
169	18	321
183	1	208
324	1	248
309	0	146
58	7	7
106	34	40
356	0	59
283	36	331
55	7	310
234	34	355
6	23	80
11	0	283
149	34	169
356	0	48
18	7	294
84	1	170
96	33	227
196	0	267
203	36	329
357	24	163
48	11	178
61	11	302
49	0	253
124	0	45
220	7	57
169	1	318
235	9	348
240	18	58
35	18	368
147	31	227
224	0	73
322	24	48
151	1	166
291	0	333
99	34	23
159	7	71
357	36	149
151	36	202
289	8	44
54	38	317
352	26	95
224	1	83
14	1	302
358	2	81
179	7	281
344	0	57
77	23	44
281	23	180
236	23	345
127	14	224
105	7	262
265	34	365
93	34	100
104	24	42
219	36	216
248	36	151
3	0	276
159	18	125
242	36	222
264	32	95
70	0	44
236	0	101
294	2	25
341	6	227
15	34	78
40	36	316
101	1	46
253	1	135
328	36	73
104	2	46
217	0	273
28	1	199
170	25	230
294	0	233
106	23	264
220	34	193
62	34	259
76	2	95
188	34	0
222	2	238
167	23	134
193	34	3
208	1	230
325	34	63
8	24	4
18	34	182
149	8	230
153	11	297
135	25	69
277	2	262
310	18	16
317	34	354
319	2	98
21	34	253
30	34	92
285	18	249
30	2	60
193	23	96
214	0	364
182	18	212
242	0	329
341	34	84
229	1	178
360	5	302
185	36	250
137	0	335
255	0	210
151	2	2
221	7	244
258	36	285
254	8	54
274	36	338
6	2	233
199	36	362
130	24	70
310	2	135
159	7	292
159	34	176
25	34	246
324	24	241
43	11	170
315	34	29
79	36	76
254	18	341
240	2	110
30	34	78
265	34	337
135	38	34
117	7	306
144	34	169
131	23	297
143	6	118
285	23	177
124	1	333
239	0	325
308	33	64
360	30	308
112	1	336
184	7	305
208	18	269
213	0	239
254	34	67
142	36	360
188	2	201
277	36	47
357	11	135
86	24	233
216	2	267
315	7	49
300	23	134
28	7	298
37	7	310
116	29	125
150	1	276
284	19	240
86	34	14
156	23	26
166	18	131
179	0	332
226	0	279
7	34	181
74	34	299
