241	37	65
79	1	109
85	19	53
108	36	293
169	26	111
26	19	291
61	8	240
34	19	264
290	19	9
46	11	1
118	2	81
153	1	168
113	26	115
18	36	145
46	39	90
28	1	48
183	15	195
286	15	63
132	8	229
131	30	168
158	12	85
294	9	231
76	9	46
96	19	165
227	10	244
220	37	244
55	9	46
18	1	181
79	10	90
99	26	256
23	1	283
241	27	293
55	19	30
226	36	174
224	10	65
17	26	38
20	1	198
86	8	229
20	26	11
115	10	174
60	1	191
166	8	293
214	10	174
54	8	214
54	10	90
141	9	30
282	9	120
63	9	120
4	36	90
126	11	225
295	37	293
54	2	164
162	37	174
241	2	55
47	10	240
150	37	78
223	24	105
48	10	244
140	36	214
205	37	214
43	11	43
8	0	36
145	31	2
250	37	214
125	24	129
178	34	128
292	24	46
218	36	69
266	9	228
280	10	293
138	8	285
98	1	89
145	34	212
113	10	178
297	8	54
15	2	276
239	19	9
18	26	209
67	11	210
251	8	229
81	8	214
38	0	18
96	19	162
12	9	228
116	4	244
135	37	116
19	37	214
148	36	145
202	10	145
188	2	219
156	11	30
171	37	122
24	37	116
75	10	229
28	26	54
174	36	107
261	19	273
117	19	229
86	2	111
169	11	129
211	8	240
196	1	171
211	24	105
274	12	187
17	11	228
237	26	132
255	26	185
283	8	107
178	23	18
129	1	48
40	36	69
196	10	178
203	11	30
152	9	129
102	10	229
25	36	78
79	2	139
153	9	105
190	1	177
38	0	12
29	2	0
168	20	165
158	9	46
262	9	231
264	36	69
51	8	214
184	8	90
253	26	73
95	37	65
51	26	102
79	10	122
23	2	163
237	19	68
141	0	26
1	19	75
218	24	233
293	34	182
264	11	120
33	9	129
75	2	53
282	9	129
61	11	233
208	26	187
159	37	65
117	24	266
149	36	178
196	27	214
88	26	31
174	7	49
46	19	137
100	35	9
116	10	116
145	34	297
254	26	202
170	26	19
266	11	129
190	1	44
42	38	59
36	9	233
199	1	114
295	11	233
85	10	54
70	10	145
287	11	120
27	1	39
242	2	83
7	1	185
112	16	174
219	2	13
42	36	240
22	26	30
280	24	266
240	36	90
95	1	253
150	2	294
206	1	258
261	36	65
266	36	69
108	18	145
213	2	127
23	9	46
238	8	107
25	24	1
115	36	107
146	36	78
129	36	90
199	37	90
30	10	90
58	10	69
150	1	247
20	36	54
6	30	133
42	26	240
106	10	78
26	26	222
125	36	240
201	8	69
219	10	285
230	10	78
247	26	103
262	24	228
298	1	87
172	11	266
182	19	104
275	27	174
146	26	225
4	36	122
30	39	229
162	26	15
27	27	293
262	2	293
131	30	293
96	9	93
277	1	282
100	28	70
150	24	30
56	1	161
2	2	21
138	36	174
167	1	36
34	20	267
298	2	66
169	2	7
147	10	69
201	11	225
242	36	122
156	19	248
9	19	194
199	8	174
200	26	116
52	11	129
156	10	90
227	29	127
238	11	1
251	24	105
100	9	233
77	26	135
94	2	164
67	1	181
232	2	287
162	28	94
129	11	228
61	19	210
221	18	229
190	38	102
26	5	285
177	0	5
115	2	150
75	37	107
234	35	298
192	8	78
146	1	254
196	19	187
283	37	116
143	9	233
151	37	65
207	26	111
251	36	244
202	37	65
261	36	214
258	8	214
62	26	86
213	37	116
85	8	174
104	37	293
208	27	54
211	19	58
288	0	13
66	29	123
219	8	116
253	8	78
273	8	65
69	11	1
140	37	240
42	9	105
182	10	69
132	26	174
149	8	174
158	12	283
104	26	203
233	37	229
123	8	78
71	36	107
152	2	251
32	19	1
228	10	240
81	26	269
131	19	239
138	11	225
268	8	214
193	11	225
261	8	293
190	11	120
249	37	178
279	2	69
136	19	17
19	9	231
111	2	273
207	37	116
228	9	143
130	19	219
131	9	129
3	8	240
240	34	265
259	11	93
126	26	263
236	36	107
216	36	214
272	19	79
211	35	205
207	26	216
242	37	122
229	9	43
59	0	31
213	26	218
242	37	285
57	37	293
149	36	122
229	4	65
123	1	145
115	36	229
36	26	285
141	11	233
170	11	1
219	37	122
43	19	78
156	8	145
220	11	233
138	12	187
280	11	30
28	10	214
111	36	229
229	10	174
100	28	136
43	10	145
148	11	43
4	1	258
42	19	235
69	4	229
81	11	46
227	9	43
235	2	291
144	17	137
8	9	225
9	26	82
222	19	241
84	8	65
198	24	143
253	26	160
58	37	293
82	36	122
6	14	78
58	36	90
25	10	69
48	1	1
119	1	297
191	19	160
160	32	97
285	31	19
296	26	138
94	1	17
213	27	122
239	11	43
98	35	270
158	36	90
205	35	258
286	37	174
195	8	244
53	1	288
152	10	122
216	10	229
33	27	229
89	2	132
183	20	57
15	19	106
48	22	293
61	9	129
26	5	122
254	37	178
