29	30	23
265	9	66
156	33	124
126	33	23
210	30	41
237	26	39
64	0	291
124	33	23
157	22	260
299	26	266
5	16	88
41	35	21
97	1	255
132	36	121
82	2	104
196	30	205
151	16	162
80	33	23
112	35	261
160	22	253
304	22	102
130	36	113
138	30	1
319	30	1
44	15	173
279	21	14
11	22	260
26	22	253
151	2	280
297	18	298
15	16	39
69	8	186
20	22	245
174	30	153
317	22	102
21	22	326
181	0	332
312	36	121
208	22	245
245	7	226
148	22	180
89	33	1
15	35	61
91	2	315
297	0	317
25	26	193
287	20	133
5	33	62
250	36	9
221	8	82
329	2	155
36	30	23
105	26	63
131	36	234
53	8	282
72	30	44
307	1	22
314	18	197
272	0	198
193	16	165
280	22	260
61	35	293
196	0	199
30	30	153
117	22	101
214	30	14
251	36	235
116	35	61
243	33	44
26	35	0
250	33	44
141	0	326
185	36	94
204	22	253
44	35	257
21	30	44
36	35	166
156	36	41
170	35	20
115	16	165
88	1	211
57	30	44
223	36	270
1	16	88
193	36	0
291	18	232
53	22	245
136	16	39
230	35	20
64	0	209
84	0	166
120	33	23
140	30	14
215	2	10
219	33	153
286	0	67
54	35	255
123	22	43
243	35	143
263	33	153
194	36	284
267	2	172
4	8	243
201	30	41
81	35	90
85	36	262
184	1	299
195	1	56
293	16	54
326	17	173
177	2	318
156	1	226
181	2	75
98	1	253
193	35	103
228	22	101
251	33	14
266	30	23
328	33	1
84	35	261
126	22	326
239	30	1
318	35	254
223	22	133
293	0	147
126	30	44
86	2	186
31	22	43
136	22	245
210	0	309
156	16	7
265	9	189
123	1	304
280	0	103
325	16	165
25	2	87
78	0	143
116	1	205
236	16	39
284	35	257
276	0	322
293	0	91
222	22	102
317	35	304
18	16	162
267	33	14
326	2	264
34	1	23
115	2	51
103	10	205
207	33	205
232	22	133
319	2	159
296	16	165
279	1	214
200	16	162
107	18	303
233	35	331
51	34	194
218	35	32
169	18	297
213	0	197
126	2	67
46	8	238
112	2	187
126	8	218
204	2	253
162	22	245
208	16	69
238	16	39
146	22	102
299	26	141
94	36	249
318	16	54
245	2	200
112	31	44
24	30	62
6	16	165
62	36	8
44	16	88
160	18	325
261	35	296
274	35	291
151	22	326
266	22	133
145	10	62
24	33	205
140	8	146
45	2	174
215	18	209
274	33	41
69	8	323
86	35	143
149	22	102
279	2	154
28	8	186
200	2	298
225	2	267
131	22	326
55	36	70
30	1	325
105	2	75
204	8	318
260	28	91
149	35	201
167	16	165
245	27	245
285	30	62
172	33	23
182	18	121
175	22	102
238	10	23
78	35	103
86	2	187
257	18	231
3	36	172
156	1	38
257	36	286
238	0	178
262	36	86
134	18	56
328	33	41
201	35	222
68	0	241
237	0	307
325	1	89
218	36	176
215	2	219
326	25	151
148	0	191
174	35	258
114	30	1
146	16	69
160	22	245
205	35	112
286	36	281
151	38	45
29	1	315
108	2	29
8	16	165
214	16	39
207	26	206
304	35	80
207	30	62
4	22	260
216	30	1
326	22	180
59	22	180
48	36	289
76	30	153
27	10	153
306	18	127
242	36	66
324	16	88
47	35	239
297	30	62
51	35	223
81	22	43
117	22	245
198	26	306
215	2	209
187	2	306
308	26	241
288	22	102
285	36	51
151	2	246
62	30	205
247	22	260
36	36	121
202	36	271
147	35	106
187	0	111
162	9	161
174	14	25
169	22	133
314	1	241
116	30	44
55	8	318
266	36	92
110	2	88
287	20	43
26	36	200
272	2	216
280	33	41
293	0	149
196	2	60
329	8	286
159	33	44
223	36	13
123	33	124
187	2	242
113	22	133
138	36	289
214	1	103
296	2	218
148	1	25
157	35	143
249	26	106
56	8	227
275	8	32
294	1	281
195	36	65
262	36	312
304	30	41
18	35	255
174	16	88
56	22	260
62	23	33
53	16	162
311	35	317
242	18	113
92	1	85
220	18	320
129	10	62
144	33	62
120	35	148
220	16	69
151	22	101
42	2	100
28	33	14
49	16	7
40	36	50
80	33	205
145	10	14
175	35	38
201	30	1
256	0	321
283	22	326
83	18	217
41	15	79
66	30	23
217	2	50
277	36	152
228	36	60
135	22	253
214	33	205
284	30	205
14	37	241
222	22	101
95	16	69
70	16	54
297	36	281
20	22	102
148	30	124
306	16	7
308	35	112
196	0	209
232	16	7
14	30	205
210	33	23
39	18	262
240	8	276
81	2	212
132	34	91
189	22	133
220	2	10
94	18	259
304	18	34
27	18	77
170	16	265
269	33	44
65	8	201
98	0	220
141	30	14
153	22	101
292	0	250
82	36	281
218	36	134
168	11	260
20	2	175
282	1	269
183	36	52
48	33	205
79	22	101
253	28	287
201	36	131
224	22	43
107	0	253
201	35	304
230	1	166
296	0	220
21	0	309
165	0	158
172	2	262
175	0	321
45	33	14
138	36	259
94	30	124
250	16	88
292	35	254
0	33	62
214	0	154
81	30	14
132	1	201
97	0	312
118	1	2
256	16	88
241	33	14
229	8	276
18	30	62
224	35	186
145	0	258
112	0	209
235	22	260
249	35	331
254	10	153
9	22	180
147	10	41
262	1	277
167	1	33
247	36	154
306	38	97
106	35	9
243	35	261
13	18	118
203	0	118
61	1	227
285	0	130
238	18	75
237	26	197
276	2	72
295	21	1
11	1	246
62	5	153
254	1	251
218	35	187
59	0	50
301	2	3
41	33	41
44	33	14
116	22	253
306	30	23
78	16	265
98	1	62
318	2	139
138	8	255
233	22	260
266	26	227
45	33	44
219	16	165
282	22	326
